"","Pval","ERRate","ERloglik","ERace","ARDloglik","ARDace","ARDRate0","ARDRate1","ARDRate2","convergence"
"1",0.00110411447310786,0.030348760309553,-37.2062207716609,2.09700248043145,-30.3975091245676,2.0973319177308,3.03487603095509e-06,0.00538099143455798,0.045329282152481,"Optimization has converged."
"2",0.0706261065466286,0.030348760309553,-37.2062207716609,2.09700248043145,-34.5558653499395,2.09713873266415,3.03487603095509e-06,0.00834594656404734,0.0360723889821439,"Optimization has converged."
"3",0.0289033367684807,0.030348760309553,-37.2062207716609,2.09700248043145,-33.6624225402493,2.09705089766958,0.00531988735164842,0.00714618591451741,0.0387669156053308,"Optimization has converged."
"4",0.00220904060652781,0.030348760309553,-37.2062207716609,2.09700248043145,-31.0910237992601,2.09507537062238,3.0348760309553e-06,0.00560843713928722,0.0430282620415781,"Optimization has converged."
"5",0.0609242245051606,0.030348760309553,-37.2062207716609,2.09700248043145,-34.4080963634289,2.09731835761481,3.0348760309553e-06,0.00823917936473571,0.0363342648824193,"Optimization has converged."
"6",0.0888009941821867,0.030348760309553,-37.2062207716609,2.09700248043145,-34.7848633383596,2.17135779792248,3.03487603095509e-06,0.00846780249582045,0.0364341887769221,"Optimization has converged."
"7",0.00189564477671825,0.030348760309553,-37.2062207716609,2.09700248043145,-30.9380245249071,2.09554259619136,3.03487603095509e-06,0.00525660980424226,0.043190600347216,"Optimization may not have converged.  Consider increasing maxit."
"8",0.000753605661583027,0.030348760309553,-37.2062207716609,2.09700248043145,-30.0155794496469,2.09535832283525,0.00317282599794835,0.00546017700372256,0.0469042264090904,"Optimization may not have converged.  Consider increasing maxit."
"9",0.00232422404950444,0.030348760309553,-37.2062207716609,2.09700248043145,-31.1418517338652,2.09370385232671,3.03487603095509e-06,0.00530654680244602,0.0436532120068378,"Optimization has converged."
"10",0.00340716121489002,0.030348760309553,-37.2062207716609,2.09700248043145,-31.5243449489613,2.09178143667373,3.0348760309553e-06,0.00535967082574653,0.0428933215680204,"Optimization has converged."
"11",0.0461541943520562,0.030348760309553,-37.2062207716609,2.09700248043145,-34.1304533346995,2.0971915315776,3.0348760309553e-06,0.00798074804762313,0.0366696976487926,"Optimization has converged."
"12",0.00275261845774205,0.030348760309553,-37.2062207716609,2.09700248043145,-31.311018117786,2.09478466880708,3.0348760309553e-06,0.00542544864533524,0.0428372243951532,"Optimization has converged."
"13",0.00197982568966363,0.030348760309553,-37.2062207716609,2.09700248043145,-30.9814742979865,2.31203999891766,3.03487603095509e-06,0.00583292948037377,0.0439110199875602,"Optimization has converged."
"14",0.000459200950163394,0.030348760309553,-37.2062207716609,2.09700248043145,-29.520198127871,2.09613204544956,3.0348760309553e-06,0.00541828133597929,0.0496070070046236,"Optimization has converged."
"15",0.000736685022903244,0.030348760309553,-37.2062207716609,2.09700248043145,-29.9928706371981,2.25153345493219,3.0348760309553e-06,0.00531785517293022,0.0460382223258553,"Optimization has converged."
"16",0.00279429579507538,0.030348760309553,-37.2062207716609,2.09700248043145,-31.3260456158682,2.09768592472804,3.0348760309553e-06,0.00580912217299356,0.0492873687931158,"Optimization has converged."
"17",0.0207642426304032,0.030348760309553,-37.2062207716609,2.09700248043145,-33.331697895723,2.21519363871237,3.03487603095509e-06,0.00684899334057535,0.0387691935217994,"Optimization has converged."
"18",0.00125660575184835,0.030348760309553,-37.2062207716609,2.09700248043145,-30.5268797309655,2.29945605108261,3.0348760309553e-06,0.00597502653287901,0.0456526481731715,"Optimization has converged."
"19",0.00546593383923027,0.030348760309553,-37.2062207716609,2.09700248043145,-31.9970004760555,2.09676583991687,0.0299350598306184,0.00560060453838705,0.0422259936009283,"Optimization has converged."
"20",0.00126717490760875,0.030348760309553,-37.2062207716609,2.09700248043145,-30.5352554331157,1.99258332214695,3.03487603095509e-06,0.00569516308238699,0.0474336086328883,"Optimization has converged."
"21",0.00217451767156676,0.030348760309553,-37.2062207716609,2.09700248043145,-31.0752723724278,2.09596464759904,3.03487603095509e-06,0.00543123150620029,0.0429878900128258,"Optimization has converged."
"22",0.00174808981856746,0.030348760309553,-37.2062207716609,2.09700248043145,-30.8569891522119,2.19406342311493,3.03487603095509e-06,0.00544281200534347,0.0432421957580192,"Optimization may not have converged.  Consider increasing maxit."
"23",0.0869297638216711,0.030348760309553,-37.2062207716609,2.09700248043145,-34.7635659728866,2.09701655752976,0.0303021650204521,0.00810525798772567,0.0359923582090213,"Optimization may not have converged.  Consider increasing maxit."
"24",0.0714780984029279,0.030348760309553,-37.2062207716609,2.09700248043145,-34.5678565794114,2.09710397106145,3.0348760309553e-06,0.00828763982406313,0.036063052459972,"Optimization has converged."
"25",0.00416241655243338,0.030348760309553,-37.2062207716609,2.09700248043145,-31.7245613003209,2.0967941751391,3.0348760309553e-06,0.00567632834538227,0.0415818697903056,"Optimization may not have converged.  Consider increasing maxit."
"26",0.00105705821934328,0.030348760309553,-37.2062207716609,2.09700248043145,-30.353955277845,1.98901575368113,3.0348760309553e-06,0.00513995706398199,0.0452938341884219,"Optimization has converged."
"27",0.00276861189528561,0.030348760309553,-37.2062207716609,2.09700248043145,-31.3168115664395,2.09339945938222,3.0348760309553e-06,0.00548130044217178,0.042155618222917,"Optimization has converged."
"28",0.00135514072533659,0.030348760309553,-37.2062207716609,2.09700248043145,-30.6023707979547,2.0936929139108,3.0348760309553e-06,0.00521889275936272,0.0445499344714053,"Optimization has converged."
