"","Pval","ERRate","ERloglik","ERace","ARDloglik","ARDace","ARDRate0","ARDRate1","convergence"
"1",0.995052917299358,0.110777192000519,-120.298331572677,2.59258846963698,-120.298312350888,2.59258950929085,0.110914737429573,0.110606809556988,"Optimization has converged."
"2",0.568196298567976,0.110777192000519,-120.298331572677,2.59258846963698,-120.135476670738,2.64688948845757,0.12328406005621,0.097787029110151,"Optimization has converged."
"3",0.107759911196489,0.110777192000519,-120.298331572677,2.59258846963698,-119.004946744444,2.71350080173409,0.161609340901029,0.0717061078467034,"Optimization has converged."
"4",0.73920305119151,0.110777192000519,-120.298331572677,2.59258846963698,-120.242917404886,2.56062397799541,0.104581800125416,0.121761993686337,"Optimization has converged."
"5",0.935727691278855,0.110777192000519,-120.298331572677,2.59258846963698,-120.295080110781,2.59258285250485,0.109154831382004,0.112885717183362,"Optimization has converged."
"6",0.640441380746274,0.110777192000519,-120.298331572677,2.59258846963698,-120.189248885587,2.64453671166815,0.121366415634156,0.0994828264553034,"Optimization has converged."
"7",0.685340205690469,0.110777192000519,-120.298331572677,2.59258846963698,-120.216243400492,2.54457693258678,0.102824977729827,0.122637906582543,"Optimization has converged."
"8",0.818426407980181,0.110777192000519,-120.298331572677,2.59258846963698,-120.271980524139,2.5631052134347,0.10624956801581,0.116667961944377,"Optimization has converged."
"9",0.858316709983778,0.110777192000519,-120.298331572677,2.59258846963698,-120.282397353568,2.56607483002341,0.10715716578135,0.116995532542551,"Optimization has converged."
"10",0.484406999015327,0.110777192000519,-120.298331572677,2.59258846963698,-120.053868814683,2.66148115565842,0.125532244900155,0.0926107337262935,"Optimization has converged."
"11",0.394281474931829,0.110777192000519,-120.298331572677,2.59258846963698,-119.935482997249,2.45893246680873,0.0915283876827936,0.137059797369118,"Optimization may not have converged.  Consider increasing maxit."
"12",0.628267432452624,0.110777192000519,-120.298331572677,2.59258846963698,-120.181122783731,2.54414430833341,0.101538189583032,0.128531758991711,"Optimization has converged."
"13",0.68998289947632,0.110777192000519,-120.298331572677,2.59258846963698,-120.218779634541,2.67085486988785,0.11997991256426,0.10031265324697,"Optimization has converged."
"14",0.455403140633101,0.110777192000519,-120.298331572677,2.59258846963698,-120.019747061523,2.50527782240962,0.0937337990480053,0.135547845253754,"Optimization has converged."
"15",0.77086455747369,0.110777192000519,-120.298331572677,2.59258846963698,-120.255919979587,2.63475701005627,0.117146284343661,0.102774831585235,"Optimization has converged."
"16",0.737318957457099,0.110777192000519,-120.298331572677,2.59258846963698,-120.242083031383,2.59255178592792,0.104518768266553,0.122872863874734,"Optimization has converged."
"17",0.228887337049541,0.110777192000519,-120.298331572677,2.59258846963698,-119.574450382277,2.32209579867346,0.0835248334715801,0.150912711343749,"Optimization has converged."
"18",0.532670971526669,0.110777192000519,-120.298331572677,2.59258846963698,-120.103684793694,2.50183462982435,0.0955630552840699,0.126966078919156,"Optimization has converged."
"19",0.875622986285254,0.110777192000519,-120.298331572677,2.59258846963698,-120.286082283812,2.59255032978065,0.106935719760274,0.115420011662179,"Optimization has converged."
"20",0.908953714332426,0.110777192000519,-120.298331572677,2.59258846963698,-120.291792654422,2.58123313130083,0.108747375990006,0.114222390208276,"Optimization has converged."
"21",0.832804708897449,0.110777192000519,-120.298331572677,2.59258846963698,-120.276048741771,2.56152393831379,0.106216289423082,0.116849098696591,"Optimization has converged."
"22",0.831225222744505,0.110777192000519,-120.298331572677,2.59258846963698,-120.275619280551,2.62390428424447,0.115057145828054,0.10513755862871,"Optimization has converged."
"23",0.645162888931168,0.110777192000519,-120.298331572677,2.59258846963698,-120.192304988228,2.54663656820528,0.101399809650564,0.12340357495929,"Optimization has converged."
"24",0.912638898856903,0.110777192000519,-120.298331572677,2.59258846963698,-120.29231336553,2.59261352861629,0.112917603489128,0.107017148064007,"Optimization has converged."
"25",0.913463223789363,0.110777192000519,-120.298331572677,2.59258846963698,-120.292426849352,2.59257795954452,0.10887485825756,0.113972605238845,"Optimization has converged."
"26",0.710578564145662,0.110777192000519,-120.298331572677,2.59258846963698,-120.229481696984,2.59255621929272,0.102582820802742,0.121727358391039,"Optimization has converged."
"27",0.521634996679052,0.110777192000519,-120.298331572677,2.59258846963698,-120.093001859938,2.44731186420643,0.0944206969675119,0.131721138549681,"Optimization has converged."
"28",0.603686556350216,0.110777192000519,-120.298331572677,2.59258846963698,-120.163595853451,2.67299123542354,0.121714649596964,0.0989687474185695,"Optimization has converged."
"29",0.57149604801273,0.110777192000519,-120.298331572677,2.59258846963698,-120.138238706514,2.59253722759182,0.100424318198173,0.127980427311632,"Optimization has converged."
"30",0.992327107478285,0.110777192000519,-120.298331572677,2.59258846963698,-120.298285332286,2.59258498830337,0.110575693884276,0.111034781443598,"Optimization has converged."
"31",0.35612692278637,0.110777192000519,-120.298331572677,2.59258846963698,-119.872579061731,2.68601602072459,0.130314654509086,0.091253926154154,"Optimization has converged."
"32",0.925315051943594,0.110777192000519,-120.298331572677,2.59258846963698,-120.293937903023,2.59261288692745,0.112902798986191,0.108473984719253,"Optimization has converged."
"33",0.518103886636481,0.110777192000519,-120.298331572677,2.59258846963698,-120.089498491117,2.59264650600397,0.12308000615061,0.0880993889844461,"Optimization has converged."
"34",0.677857229231956,0.110777192000519,-120.298331572677,2.59258846963698,-120.212057602486,2.6504573658592,0.120437251743366,0.0984048152221066,"Optimization has converged."
"35",0.17853380280261,0.110777192000519,-120.298331572677,2.59258846963698,-119.393438153756,2.38495087697227,0.0808199797253785,0.153239957719566,"Optimization has converged."
