"","Pval","ERRate","ERloglik","ERace","ARDRate0","ARDRate1","ARDloglik","ARDace","convergence"
"1",0.538208491714412,0.120326308248324,-106.112812848034,2.89382558330745,0.102491982024043,0.15051830670704,-105.9233777336,2.85131145081286,"Optimization has converged."
"2",0.604399405479302,0.120326308248324,-106.112812848034,2.89382558330745,0.13343635886506,0.106442082626019,-105.97860714123,2.97399695067725,"Optimization has converged."
"3",0.817006292788754,0.120326308248324,-106.112812848034,2.89382558330745,0.114552766323261,0.128040174401492,-106.086040531609,2.85687052276322,"Optimization has converged."
"4",0.685877791429987,0.120326308248324,-106.112812848034,2.89382558330745,0.130298944435153,0.1074764896577,-106.031020720358,2.97008643209835,"Optimization has converged."
"5",0.656551184648397,0.120326308248324,-106.112812848034,2.89382558330745,0.11073370563658,0.13555391516309,-106.013942795243,2.79913159032815,"Optimization has converged."
"6",0.899155004407295,0.120326308248324,-106.112812848034,2.89382558330745,0.117373006958199,0.124805642496786,-106.104782746278,2.87577391772427,"Optimization has converged."
"7",0.299552858652492,0.120326308248324,-106.112812848034,2.89382558330745,0.0989241303922895,0.167057637719159,-105.574720995588,2.77401470557233,"Optimization has converged."
"8",0.555695621342905,0.120326308248324,-106.112812848034,2.89382558330745,0.103948098626114,0.141191176755823,-105.939206859697,2.79976365445601,"Optimization has converged."
"9",0.786777891998845,0.120326308248324,-106.112812848034,2.89382558330745,0.114522866129484,0.128502655876239,-106.076228523069,2.86695816692992,"Optimization has converged."
"10",0.517053631159529,0.120326308248324,-106.112812848034,2.89382558330745,0.135516617068348,0.0980112815028919,-105.902929650065,2.95192063917853,"Optimization has converged."
