"","Pval","ERRate","ERloglik","ERace","ARDRate0","ARDRate1","ARDloglik","ARDace","convergence"
"1",0.477536662223806,0.106793948949867,-107.114049155243,2.80323281060202,0.090820591877018,0.125117077373934,-106.861807352976,2.73697823962423,"Optimization has converged."
"2",0.290059162844711,0.106793948949867,-107.114049155243,2.80323281060202,0.0838509909956189,0.144959961865679,-106.554375789069,2.67823247621455,"Optimization has converged."
"3",0.761983968129358,0.106793948949867,-107.114049155243,2.80323281060202,0.0998396501495178,0.11651160700555,-107.068182063009,2.75291399816526,"Optimization has converged."
"4",0.115586628009945,0.106793948949867,-107.114049155243,2.80323281060202,0.13571513407036,0.0512513890845721,-105.875986077658,3.04299170806188,"Optimization has converged."
"5",0.704567627527124,0.106793948949867,-107.114049155243,2.80323281060202,0.0996782179993854,0.117788310568308,-107.042167274499,2.7558177123127,"Optimization has converged."
"6",0.623615906589292,0.106793948949867,-107.114049155243,2.80323281060202,0.116204897159167,0.0894971709742978,-106.993640135275,2.8951582388169,"Optimization has converged."
"7",0.260298958566793,0.106793948949867,-107.114049155243,2.80323281060202,0.0874718595280595,0.15253493724507,-106.480466017506,2.79711271736257,"Optimization has converged."
"8",0.469761944361494,0.106793948949867,-107.114049155243,2.80323281060202,0.126893290721278,0.0827291743038596,-106.852781211109,2.95299699405016,"Optimization has converged."
"9",0.183775922588148,0.106793948949867,-107.114049155243,2.80323281060202,0.134971355563493,0.0731058429092046,-106.230638362858,3.02373920903831,"Optimization has converged."
"10",0.559264056313372,0.106793948949867,-107.114049155243,2.80323281060202,0.0965100928041368,0.123913678916576,-106.943559123525,2.75246172620483,"Optimization has converged."
