"","Pval","ERRate","ERloglik","ERace","ARDRate0","ARDRate1","ARDloglik","ARDace","convergence"
"1",4.05314407296266e-08,0.226557089381181,-109.95807440707,1.97988727520655,0.0395160938214649,0.449403032637948,-94.8961461740483,1.39432239494479,"Optimization has converged."
"2",1.6199541954047e-07,0.226557089381181,-109.95807440707,1.97988727520655,0.0552301281584813,0.487685434599514,-96.2377808008802,1.50218877275818,"Optimization has converged."
"3",5.18103219586493e-06,0.226557089381181,-109.95807440707,1.97988727520655,0.0457066107214058,0.362598153053354,-99.5734890979391,1.74773869290353,"Optimization has converged."
"4",1.730107317927e-07,0.226557089381181,-109.95807440707,1.97988727520655,0.0416977336868278,0.389386066556971,-96.3013880102829,1.6602637541258,"Optimization has converged."
"5",2.61427460794965e-07,0.226557089381181,-109.95807440707,1.97988727520655,0.0565485033048302,0.443217867398416,-96.7003074609742,1.59679463777421,"Optimization has converged."
"6",1.31191698270905e-07,0.226557089381181,-109.95807440707,1.97988727520655,0.0556138278807491,0.4552049367362,-96.0337945863117,1.60758733398428,"Optimization has converged."
"7",5.37426663951751e-07,0.226557089381181,-109.95807440707,1.97988727520655,0.0652550973782336,0.50040340929902,-97.3957706571213,1.81247561673116,"Optimization has converged."
"8",8.64218154651661e-07,0.226557089381181,-109.95807440707,1.97988727520655,0.0476283953865104,0.437015496927136,-97.8535115302897,1.57419425180479,"Optimization has converged."
"9",2.70559004718113e-09,0.226557089381181,-109.95807440707,1.97988727520655,0.0494517593154282,0.545671997708307,-92.2655615502419,1.61697936383843,"Optimization has converged."
"10",9.31484139842994e-09,0.226557089381181,-109.95807440707,1.97988727520655,0.052395642654529,0.503938691621449,-93.4684565076914,1.54288238452485,"Optimization has converged."
"11",8.87231316645039e-09,0.226557089381181,-109.95807440707,1.97988727520655,0.0373696432503592,0.464435949759267,-93.4211398334219,1.48695917218028,"Optimization has converged."
"12",3.85927543031643e-09,0.226557089381181,-109.95807440707,1.97988727520655,0.0528518107994473,0.604501034375967,-92.6113485145495,1.83205815616397,"Optimization has converged."
"13",1.38660996042688e-08,0.226557089381181,-109.95807440707,1.97988727520655,0.0512994265489508,0.506269338965972,-93.8550681405771,1.5077756178649,"Optimization has converged."
"14",4.18784251481275e-05,0.226557089381181,-109.95807440707,1.97988727520655,0.0657269429039953,0.349310892048992,-101.565925923118,1.81274321185148,"Optimization has converged."
"15",4.82398305828204e-09,0.226557089381181,-109.95807440707,1.97988727520655,0.0373037581136654,0.489179572394902,-92.8284919736764,1.51780327675015,"Optimization has converged."
"16",0.00014215203025963,0.226557089381181,-109.95807440707,1.97988727520655,0.0690169932636596,0.337262567863268,-102.721369296864,1.59788678718112,"Optimization has converged."
"17",2.39358655257554e-09,0.226557089381181,-109.95807440707,1.97988727520655,0.0494006623812266,0.550012224403693,-92.1462284252103,1.63808244924479,"Optimization has converged."
"18",8.20869737185222e-08,0.226557089381181,-109.95807440707,1.97988727520655,0.0436579391983494,0.475188565886268,-95.5799775180992,1.53708898891435,"Optimization has converged."
"19",3.39700778436369e-08,0.226557089381181,-109.95807440707,1.97988727520655,0.0536386464901949,0.499862573401588,-94.7248784290242,1.65995632950658,"Optimization has converged."
"20",1.39863238940844e-07,0.226557089381181,-109.95807440707,1.97988727520655,0.0571690792234439,0.495472813079425,-96.0957091679571,1.66562137642968,"Optimization has converged."
"21",2.4284513605831e-06,0.226557089381181,-109.95807440707,1.97988727520655,0.047452580613288,0.379019606549985,-98.8469569263993,1.61734689965236,"Optimization has converged."
"22",3.13792354725235e-08,0.226557089381181,-109.95807440707,1.97988727520655,0.0526549840472059,0.481878475480914,-94.6479213262661,1.56582809543657,"Optimization has converged."
"23",3.55541959967246e-08,0.226557089381181,-109.95807440707,1.97988727520655,0.0381267087162386,0.437188024455712,-94.7690861644951,1.42219146820744,"Optimization has converged."
"24",2.12274092386971e-08,0.226557089381181,-109.95807440707,1.97988727520655,0.0375328923308993,0.427305906086313,-94.2686188320965,1.7440878036299,"Optimization has converged."
"25",3.41682256014439e-07,0.226557089381181,-109.95807440707,1.97988727520655,0.0563030986488796,0.438620931982945,-96.9588230680354,1.7477549342893,"Optimization has converged."
"26",2.37529141298124e-06,0.226557089381181,-109.95807440707,1.97988727520655,0.0597277912481292,0.385365310062933,-98.8257074510185,1.67862286961054,"Optimization has converged."
"27",3.84357563317288e-08,0.226557089381181,-109.95807440707,1.97988727520655,0.0532178843865226,0.469809732337318,-94.8446645782587,1.73012553000568,"Optimization has converged."
"28",1.07204516602859e-08,0.226557089381181,-109.95807440707,1.97988727520655,0.0371775001494276,0.475666997981481,-93.6050629072248,1.41501716997084,"Optimization has converged."
"29",8.58733101927634e-09,0.226557089381181,-109.95807440707,1.97988727520655,0.0505359870544995,0.507463761079471,-93.3894002964532,1.62242901767144,"Optimization has converged."
"30",2.01181659220815e-08,0.226557089381181,-109.95807440707,1.97988727520655,0.0389473236740047,0.43592030322719,-94.2165147436225,1.54296576055687,"Optimization has converged."
"31",1.13614715384793e-08,0.226557089381181,-109.95807440707,1.97988727520655,0.0535750294973179,0.525154057096402,-93.6615014909881,1.51591737847508,"Optimization has converged."
"32",2.18356217667334e-08,0.226557089381181,-109.95807440707,1.97988727520655,0.0406779980720425,0.450395321287601,-94.296042084255,1.48622847532936,"Optimization has converged."
"33",7.4481394471663e-08,0.226557089381181,-109.95807440707,1.97988727520655,0.0413047356779282,0.511775087119541,-95.4858166174425,1.46298781347996,"Optimization has converged."
