"","Pval","ERRate","ERloglik","ERace","ARDRate0","ARDRate1","ARDloglik","ARDace","convergence"
"1",0.000427515140994979,0.0428142408102907,-49.147394092268,0.982065793636783,0.0112084646732299,0.0700844251864142,-42.943430497286,1.48540842635352,"Optimization has converged."
"2",0.00068740408333002,0.0428142408102907,-49.147394092268,0.982065793636783,0.011620920069152,0.0717114020778797,-43.3858946624779,1.49760140708576,"Optimization has converged."
"3",0.000169449784591448,0.0428142408102907,-49.147394092268,0.982065793636783,0.0107712013581702,0.0770139081700473,-42.0760242672512,1.51706286442514,"Optimization may not have converged.  Consider increasing maxit."
"4",0.000359567464239995,0.0428142408102907,-49.147394092268,0.982065793636783,0.0125513766737435,0.0904976530315194,-42.7816945681413,1.26397827243133,"Optimization has converged."
"5",0.000282383963524995,0.0428142408102907,-49.147394092268,0.982065793636783,0.0128889636574231,0.0833520716279746,-42.5555086516446,1.51529578176578,"Optimization has converged."
"6",0.000368604608174283,0.0428142408102907,-49.147394092268,0.982065793636783,0.0115688109027508,0.0687083707400517,-42.8049042808512,0.982475025169503,"Optimization has converged."
"7",0.0079850032945264,0.0428142408102907,-49.147394092268,0.982065793636783,0.0143549009454405,0.163180785154824,-45.6289767749493,1.21356816214251,"Optimization has converged."
"8",0.000731167193240367,0.0428142408102907,-49.147394092268,0.982065793636783,0.0116969695191552,0.086651073320393,-43.4432442492498,1.35176793070103,"Optimization has converged."
"9",0.00186981633386691,0.0428142408102907,-49.147394092268,0.982065793636783,0.0132982335265057,0.0761840236910386,-44.3108248945888,1.45376030896847,"Optimization has converged."
"10",8.82820277085467e-05,0.0428142408102907,-49.147394092268,0.982065793636783,0.0107637632540069,0.0752136145080398,-41.4613418132078,1.38218305798982,"Optimization has converged."
"11",5.62224113520071e-05,0.0428142408102907,-49.147394092268,0.982065793636783,0.0108155687587769,0.0868541005899586,-41.0344810784166,1.30951070389408,"Optimization has converged."
"12",0.00202258841850475,0.0428142408102907,-49.147394092268,0.982065793636783,0.013029581719008,0.064537439960272,-44.3829328834702,1.39542262352648,"Optimization has converged."
"13",0.00127259855184986,0.0428142408102907,-49.147394092268,0.982065793636783,0.0123320470608313,0.0642384249367272,-43.956467192928,0.982304909301655,"Optimization has converged."
"14",0.00181009193172617,0.0428142408102907,-49.147394092268,0.982065793636783,0.01261238538051,0.0634324968341521,-44.2809974301795,1.39682872632466,"Optimization has converged."
"15",0.116662082228695,0.0428142408102907,-49.147394092268,0.982065793636783,0.0253655253839293,0.0656408456392927,-47.916608820667,0.904992252074737,"Optimization has converged."
"16",0.000217666426817239,0.0428142408102907,-49.147394092268,0.982065793636783,0.010468219833407,0.0674363020596219,-42.311352900025,1.15385712770239,"Optimization has converged."
"17",4.33690201876387e-05,0.0428142408102907,-49.147394092268,0.982065793636783,0.0111356022036709,0.0841709725985369,-40.7884257159313,1.25161665415917,"Optimization may not have converged.  Consider increasing maxit."
"18",0.000545077051195161,0.0428142408102907,-49.147394092268,0.982065793636783,0.0120124439884359,0.0768439113112741,-43.1700099370143,1.44371368613797,"Optimization has converged."
"19",0.000509818102709809,0.0428142408102907,-49.147394092268,0.982065793636783,0.0114195174270576,0.0681630767245697,-43.1076905880555,1.26017694090486,"Optimization has converged."
"20",0.000410695156147663,0.0428142408102907,-49.147394092268,0.982065793636783,0.0115830463278809,0.0660092909131556,-42.9059464150383,1.27954870208532,"Optimization has converged."
"21",0.0036812453674849,0.0428142408102907,-49.147394092268,0.982065793636783,0.0125565283847441,0.0774681534704094,-44.930036503255,1.07966859225726,"Optimization has converged."
"22",6.71901597824125e-05,0.0428142408102907,-49.147394092268,0.982065793636783,0.0106520133396309,0.0820419589519445,-41.2032066407488,1.33763207039868,"Optimization may not have converged.  Consider increasing maxit."
"23",0.000296193097824577,0.0428142408102907,-49.147394092268,0.982065793636783,0.011481570892384,0.0771357360532644,-42.6002359826985,1.39847398244496,"Optimization has converged."
"24",0.000106883501330143,0.0428142408102907,-49.147394092268,0.982065793636783,0.011186071731264,0.103820075640222,-41.6418691422778,1.28589622290328,"Optimization has converged."
"25",0.000779850506441175,0.0428142408102907,-49.147394092268,0.982065793636783,0.0119753017049789,0.0644752051270888,-43.5031010496209,1.20347098024929,"Optimization has converged."
"26",0.00224618554433613,0.0428142408102907,-49.147394092268,0.982065793636783,0.0130770559117597,0.0604763718576306,-44.4790805030027,1.04289207688569,"Optimization has converged."
"27",0.00038055428742301,0.0428142408102907,-49.147394092268,0.982065793636783,0.0113601412586404,0.0732899604142188,-42.8347280935109,1.40804519338939,"Optimization has converged."
"28",0.000682940371740914,0.0428142408102907,-49.147394092268,0.982065793636783,0.0127112010379751,0.0933028993418484,-43.3798391002131,1.23004339823209,"Optimization has converged."
"29",0.00029882489518182,0.0428142408102907,-49.147394092268,0.982065793636783,0.0120729886594945,0.0754940671884065,-42.608521323971,1.32132880348938,"Optimization has converged."
"30",0.00014766500231557,0.0428142408102907,-49.147394092268,0.982065793636783,0.0116815446681962,0.101743529474321,-41.9465189864683,1.30066857629298,"Optimization has converged."
"31",9.42732441820426e-05,0.0428142408102907,-49.147394092268,0.982065793636783,0.0103700735778768,0.0773803230335046,-41.5233611248062,1.1714371487241,"Optimization has converged."
"32",0.00524475253217252,0.0428142408102907,-49.147394092268,0.982065793636783,0.0144523458891862,0.0609049013988126,-45.2508680819061,1.16060484201503,"Optimization has converged."
"33",0.0155269579773173,0.0428142408102907,-49.147394092268,0.982065793636783,0.015099977346459,0.0945061860312245,-46.2195597730567,1.23138766575999,"Optimization has converged."
