"","Pval","ERRate","ERloglik","ERace","ARDRate0","ARDRate1","ARDloglik","ARDace","convergence"
"1",0.00635225162347223,0.0328223155227646,-56.814312325634,0.917304389848842,0.016994530783126,0.0617313318648338,-53.0905324997588,1.13283004731532,"Optimization has converged."
"2",0.0141050434649739,0.0328223155227646,-56.814312325634,0.917304389848842,0.0151640405213618,0.054233203815379,-53.8018380856194,0.985465152402531,"Optimization has converged."
"3",0.0175576226702349,0.0328223155227646,-56.814312325634,0.917304389848842,0.0169895373958933,0.0560963231140375,-53.9944329396364,0.917306148471102,"Optimization has converged."
"4",0.122603644933571,0.0328223155227646,-56.814312325634,0.917304389848842,0.0238733787420213,0.0453401469809541,-55.6224419106329,0.917268863883066,"Optimization may not have converged.  Consider increasing maxit."
"5",0.0547745098513148,0.0328223155227646,-56.814312325634,0.917304389848842,0.0223881803732444,0.0502807404200503,-54.9698437553116,0.807728980135525,"Optimization has converged."
"6",0.371079078046749,0.0328223155227646,-56.814312325634,0.917304389848842,0.0265337563674925,0.0397905377162303,-56.4142884248864,0.896643588292901,"Optimization has converged."
"7",0.0580994421438859,0.0328223155227646,-56.814312325634,0.917304389848842,0.0237896439867604,0.0509912074243584,-55.018900524417,0.92192811589296,"Optimization has converged."
"8",0.0260461964168746,0.0328223155227646,-56.814312325634,0.917304389848842,0.0211571120393218,0.0545546983106545,-54.3378375921958,0.730032584687618,"Optimization has converged."
"9",0.0296518525107106,0.0328223155227646,-56.814312325634,0.917304389848842,0.0196141281006769,0.0520383415224744,-54.4496304599482,1.07241270282905,"Optimization has converged."
"10",0.152829516570999,0.0328223155227646,-56.814312325634,0.917304389848842,0.0233963104862574,0.0441374314434587,-55.7924226016727,0.826331049496549,"Optimization has converged."
